figure,panel,plotted,model_label,model,task,checkpoint,config_path,seed,train_count,val_count,test_count,n_definition,metric_definition,denominator,center,spread,statistical_test,is_smoke,excluded_reason,source_file,script,command,generated_at,hardware,os,python_version,torch_version,pitch_accuracy,cross_entropy,rule_violations_per_100_timesteps,parallel_fifths_per_100_timesteps,parallel_octaves_per_100_timesteps,voice_crossing_rate,spacing_violation_rate,seventh_resolution_violation_rate,cadence_unknown_rate,musicxml_export_success_rate,evaluated_generations
project1_metrics_summary,a-d,yes,proposed_neural_symbolic_soprano_to_satb_enhanced,proposed_neural_symbolic_soprano_to_satb_enhanced,soprano_to_satb,runs\chorale_soprano_to_satb_enhanced_20260616_205831\best.pt,,2026,297,37,37,37 held-out music21 Bach chorales in the deterministic test split,"token-level pitch accuracy, cross entropy, and automatic rule diagnostics",held-out score positions after padding/mask handling,single evaluation run,not applicable; no repeated seeds logged,not performed,no,,results/project1_metrics.csv,src/chorale/plot_results.py,python -m chorale.plot_results,2026-06-19T23:37:06,NVIDIA GeForce RTX 4060 Ti 16GB; Intel i5-12400F; 16GB RAM; Windows 11 Professional 64-bit,Windows-10-10.0.26200-SP0,3.11.9,2.11.0+cu128,0.8241960991038482,0.5939172983169556,59.43595150237217,2.727991565629942,8.632050606220348,0.0,0.0,0.1298102266736953,0.972972972972973,1.0,37
project1_metrics_summary,a-d,yes,ablation_no_harmony_conditioning_enhanced,ablation_no_harmony_conditioning_enhanced,soprano_to_satb,runs\chorale_ablation_no_harmony_enhanced_20260616_212438\best.pt,,2026,297,37,37,37 held-out music21 Bach chorales in the deterministic test split,"token-level pitch accuracy, cross entropy, and automatic rule diagnostics",held-out score positions after padding/mask handling,single evaluation run,not applicable; no repeated seeds logged,not performed,no,,results/project1_metrics.csv,src/chorale/plot_results.py,python -m chorale.plot_results,2026-06-19T23:37:06,NVIDIA GeForce RTX 4060 Ti 16GB; Intel i5-12400F; 16GB RAM; Windows 11 Professional 64-bit,Windows-10-10.0.26200-SP0,3.11.9,2.11.0+cu128,0.7716130732735899,0.8469005703926087,57.74907749077491,5.416447021613073,2.886136004217185,0.0,0.0,0.28690036900369004,0.918918918918919,1.0,37
project1_metrics_summary,a-d,yes,ablation_no_iterative_refinement_enhanced,ablation_no_iterative_refinement_enhanced,soprano_to_satb,runs\chorale_ablation_no_iterative_refinement_enhanced_20260616_212438\best.pt,,2026,297,37,37,37 held-out music21 Bach chorales in the deterministic test split,"token-level pitch accuracy, cross entropy, and automatic rule diagnostics",held-out score positions after padding/mask handling,single evaluation run,not applicable; no repeated seeds logged,not performed,no,,results/project1_metrics.csv,src/chorale/plot_results.py,python -m chorale.plot_results,2026-06-19T23:37:06,NVIDIA GeForce RTX 4060 Ti 16GB; Intel i5-12400F; 16GB RAM; Windows 11 Professional 64-bit,Windows-10-10.0.26200-SP0,3.11.9,2.11.0+cu128,0.8248550342646284,0.5937610983848571,61.729045861887194,2.754348972061149,8.315761729045862,0.0,0.0,0.13376383763837638,0.972972972972973,1.0,37
project1_metrics_summary,a-d,yes,ablation_no_rule_guided_decoding_enhanced,ablation_no_rule_guided_decoding_enhanced,soprano_to_satb,runs\chorale_ablation_no_rule_guided_decoding_enhanced_20260616_212438\best.pt,,2026,297,37,37,37 held-out music21 Bach chorales in the deterministic test split,"token-level pitch accuracy, cross entropy, and automatic rule diagnostics",held-out score positions after padding/mask handling,single evaluation run,not applicable; no repeated seeds logged,not performed,no,,results/project1_metrics.csv,src/chorale/plot_results.py,python -m chorale.plot_results,2026-06-19T23:37:06,NVIDIA GeForce RTX 4060 Ti 16GB; Intel i5-12400F; 16GB RAM; Windows 11 Professional 64-bit,Windows-10-10.0.26200-SP0,3.11.9,2.11.0+cu128,0.8238007380073801,0.593632185459137,32.617290458618875,1.6473379019504482,3.215603584607275,0.0024600246002460025,0.0008785802143735723,0.020426989984185556,0.918918918918919,1.0,37
project1_metrics_summary,a-d,yes,ablation_no_voice_relation_attention_enhanced,ablation_no_voice_relation_attention_enhanced,soprano_to_satb,runs\chorale_ablation_no_voice_relation_enhanced_20260616_212438\best.pt,,2026,297,37,37,37 held-out music21 Bach chorales in the deterministic test split,"token-level pitch accuracy, cross entropy, and automatic rule diagnostics",held-out score positions after padding/mask handling,single evaluation run,not applicable; no repeated seeds logged,not performed,no,,results/project1_metrics.csv,src/chorale/plot_results.py,python -m chorale.plot_results,2026-06-19T23:37:06,NVIDIA GeForce RTX 4060 Ti 16GB; Intel i5-12400F; 16GB RAM; Windows 11 Professional 64-bit,Windows-10-10.0.26200-SP0,3.11.9,2.11.0+cu128,0.824635389211035,0.5862915396690369,65.47179757511861,3.49235635213495,11.333684765419083,0.0,0.0,0.110305745914602,0.972972972972973,1.0,37
project1_metrics_summary,a-d,yes,proposed_neural_symbolic_rule_guided_rerankfix_20260617_125404,proposed_neural_symbolic_rule_guided_rerankfix_20260617_125404,soprano_to_satb,runs\chorale_rule_guided_decoding_rerankfix_20260617_125404\best.pt,,2026,297,37,37,37 held-out music21 Bach chorales in the deterministic test split,"token-level pitch accuracy, cross entropy, and automatic rule diagnostics",held-out score positions after padding/mask handling,single evaluation run,not applicable; no repeated seeds logged,not performed,no,,results/project1_metrics.csv,src/chorale/plot_results.py,python -m chorale.plot_results,2026-06-19T23:37:06,NVIDIA GeForce RTX 4060 Ti 16GB; Intel i5-12400F; 16GB RAM; Windows 11 Professional 64-bit,Windows-10-10.0.26200-SP0,3.11.9,2.11.0+cu128,0.8241082410824109,0.5938403725624084,27.332630469161835,0.0,0.0,0.0,0.0,0.12414338429098577,0.972972972972973,1.0,37
project1_metrics_summary,a-d,yes,rerank_sweep_old_vertical_only,rerank_sweep_old_vertical_only,soprano_to_satb,runs\chorale_rule_guided_decoding_rerankfix_20260617_125404\best.pt,,2026,297,37,37,37 held-out music21 Bach chorales in the deterministic test split,"token-level pitch accuracy, cross entropy, and automatic rule diagnostics",held-out score positions after padding/mask handling,single evaluation run,not applicable; no repeated seeds logged,not performed,no,,results/project1_metrics.csv,src/chorale/plot_results.py,python -m chorale.plot_results,2026-06-19T23:37:06,NVIDIA GeForce RTX 4060 Ti 16GB; Intel i5-12400F; 16GB RAM; Windows 11 Professional 64-bit,Windows-10-10.0.26200-SP0,3.11.9,2.11.0+cu128,0.8241082410824109,0.5938403725624084,59.51502372166579,2.635740643120717,8.539799683711124,0.0,0.0,0.13033737480231944,0.972972972972973,,37
project1_metrics_summary,a-d,yes,rerank_sweep_balanced_t1_s1,rerank_sweep_balanced_t1_s1,soprano_to_satb,runs\chorale_rule_guided_decoding_rerankfix_20260617_125404\best.pt,,2026,297,37,37,37 held-out music21 Bach chorales in the deterministic test split,"token-level pitch accuracy, cross entropy, and automatic rule diagnostics",held-out score positions after padding/mask handling,single evaluation run,not applicable; no repeated seeds logged,not performed,no,,results/project1_metrics.csv,src/chorale/plot_results.py,python -m chorale.plot_results,2026-06-19T23:37:06,NVIDIA GeForce RTX 4060 Ti 16GB; Intel i5-12400F; 16GB RAM; Windows 11 Professional 64-bit,Windows-10-10.0.26200-SP0,3.11.9,2.11.0+cu128,0.8241082410824109,0.5938403725624084,26.555086979441224,0.0,0.0,0.0,0.0,0.11821296784396415,0.972972972972973,,37
project1_metrics_summary,a-d,yes,rerank_sweep_temporal2_seventh2,rerank_sweep_temporal2_seventh2,soprano_to_satb,runs\chorale_rule_guided_decoding_rerankfix_20260617_125404\best.pt,,2026,297,37,37,37 held-out music21 Bach chorales in the deterministic test split,"token-level pitch accuracy, cross entropy, and automatic rule diagnostics",held-out score positions after padding/mask handling,single evaluation run,not applicable; no repeated seeds logged,not performed,no,,results/project1_metrics.csv,src/chorale/plot_results.py,python -m chorale.plot_results,2026-06-19T23:37:06,NVIDIA GeForce RTX 4060 Ti 16GB; Intel i5-12400F; 16GB RAM; Windows 11 Professional 64-bit,Windows-10-10.0.26200-SP0,3.11.9,2.11.0+cu128,0.8241082410824109,0.5938403725624084,21.07274644175013,0.0,0.02635740643120717,0.0,0.0,0.11597258829731154,0.972972972972973,,37
project1_metrics_summary,a-d,yes,rerank_sweep_temporal3_seventh2,rerank_sweep_temporal3_seventh2,soprano_to_satb,runs\chorale_rule_guided_decoding_rerankfix_20260617_125404\best.pt,,2026,297,37,37,37 held-out music21 Bach chorales in the deterministic test split,"token-level pitch accuracy, cross entropy, and automatic rule diagnostics",held-out score positions after padding/mask handling,single evaluation run,not applicable; no repeated seeds logged,not performed,no,,results/project1_metrics.csv,src/chorale/plot_results.py,python -m chorale.plot_results,2026-06-19T23:37:06,NVIDIA GeForce RTX 4060 Ti 16GB; Intel i5-12400F; 16GB RAM; Windows 11 Professional 64-bit,Windows-10-10.0.26200-SP0,3.11.9,2.11.0+cu128,0.8241082410824109,0.5938403725624084,18.924617817606748,0.0,0.05271481286241434,0.0,0.0,0.11742224565102793,0.972972972972973,,37
project1_metrics_summary,a-d,yes,rerank_sweep_temporal4_seventh3,rerank_sweep_temporal4_seventh3,soprano_to_satb,runs\chorale_rule_guided_decoding_rerankfix_20260617_125404\best.pt,,2026,297,37,37,37 held-out music21 Bach chorales in the deterministic test split,"token-level pitch accuracy, cross entropy, and automatic rule diagnostics",held-out score positions after padding/mask handling,single evaluation run,not applicable; no repeated seeds logged,not performed,no,,results/project1_metrics.csv,src/chorale/plot_results.py,python -m chorale.plot_results,2026-06-19T23:37:06,NVIDIA GeForce RTX 4060 Ti 16GB; Intel i5-12400F; 16GB RAM; Windows 11 Professional 64-bit,Windows-10-10.0.26200-SP0,3.11.9,2.11.0+cu128,0.8241082410824109,0.5938403725624084,17.79124934106484,0.013178703215603585,0.06589351607801792,0.0,0.0,0.1150500790722193,0.972972972972973,,37
project1_metrics_summary,a-d,yes,proposed_neural_symbolic_rule_guided_rerankfix_tuned_20260617_125404,proposed_neural_symbolic_rule_guided_rerankfix_tuned_20260617_125404,soprano_to_satb,runs\chorale_rule_guided_decoding_rerankfix_20260617_125404\best.pt,,2026,297,37,37,37 held-out music21 Bach chorales in the deterministic test split,"token-level pitch accuracy, cross entropy, and automatic rule diagnostics",held-out score positions after padding/mask handling,single evaluation run,not applicable; no repeated seeds logged,not performed,no,,results/project1_metrics.csv,src/chorale/plot_results.py,python -m chorale.plot_results,2026-06-19T23:37:06,NVIDIA GeForce RTX 4060 Ti 16GB; Intel i5-12400F; 16GB RAM; Windows 11 Professional 64-bit,Windows-10-10.0.26200-SP0,3.11.9,2.11.0+cu128,0.8241082410824109,0.5938403725624084,17.79124934106484,0.013178703215603585,0.06589351607801792,0.0,0.0,0.1150500790722193,0.972972972972973,1.0,37
